zfish_id,human_symbol,human_ensg,gene_name
ENSDARG00000046092,CLEC4C,ENSDARG00000046092,si_ch211-283g2.3
ENSDARG00000046092,CLEC6A,ENSDARG00000046092,si_ch211-283g2.3
ENSDARG00000088634,ADCY1,ENSDARG00000088634,adcy1b
ENSDARG00000058218,FAM151A,ENSDARG00000058218,fam151a
ENSDARG00000058558,LZTS3,ENSDARG00000058558,lzts3b
ENSDARG00000013409,BMP2,ENSDARG00000013409,bmp2a
ENSDARG00000016490,RAB11FIP3,ENSDARG00000016490,rab11fip3
ENSDARG00000077910,CTSL,ENSDARG00000077910,si_zfos-1897c11.1
ENSDARG00000077910,CTSV,ENSDARG00000077910,si_zfos-1897c11.1
ENSDARG00000059850,SLC35F3,ENSDARG00000059850,slc35f3b
ENSDARG00000102517,CRTAC1,ENSDARG00000102517,crtac1b
ENSDARG00000058208,SLC25A26,ENSDARG00000058208,slc25a26
ENSDARG00000069109,ZNRD2,ENSDARG00000069109,znrd2
ENSDARG00000007769,SULT1A1,ENSDARG00000007769,sult5a1
ENSDARG00000007769,SULT1A2,ENSDARG00000007769,sult5a1
ENSDARG00000007769,SULT1A4,ENSDARG00000007769,sult5a1
ENSDARG00000007769,SULT1A3,ENSDARG00000007769,sult5a1
ENSDARG00000077193,NAGS,ENSDARG00000077193,nags
ENSDARG00000099841,PRKCA,ENSDARG00000099841,prkcab
ENSDARG00000025672,ANTXR1,ENSDARG00000025672,antxr1a
ENSDARG00000038996,EGLN1,ENSDARG00000038996,egln1a
ENSDARG00000038569,FZD8,ENSDARG00000038569,fzd8b
ENSDARG00000056400,HELT,ENSDARG00000056400,helt
ENSDARG00000052454,RHPN1,ENSDARG00000052454,rhpn1
ENSDARG00000011042,PGBD5,ENSDARG00000011042,pgbd5
ENSDARG00000039901,SH3GL2,ENSDARG00000039901,sh3gl2b
ENSDARG00000063634,HPSE,ENSDARG00000063634,hpse
ENSDARG00000010146,CPA2,ENSDARG00000010146,cpa2
ENSDARG00000057741,NR1H4,ENSDARG00000057741,nr1h4
ENSDARG00000004473,TBX21,ENSDARG00000004473,tbx21
ENSDARG00000074906,ZNF831,ENSDARG00000074906,znf831
ENSDARG00000077261,LMOD1,ENSDARG00000077261,lmod1b
ENSDARG00000045592,TNNI2,ENSDARG00000045592,tnni2a.1
ENSDARG00000104995,UGT2B10,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT2A3,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT2B28,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT3A1,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT2B4,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT1A6,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT2B7,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT2A1,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT2B15,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT2B17,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT2B11,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT1A9,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT1A8,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT1A10,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT1A7,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT1A4,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT2A2,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT1A3,ENSDARG00000104995,ugt5b1
ENSDARG00000104995,UGT1A5,ENSDARG00000104995,ugt5b1
ENSDARG00000045131,ID4,ENSDARG00000045131,id4
ENSDARG00000078191,ZBTB46,ENSDARG00000078191,zbtb46
ENSDARG00000056084,IGSF21,ENSDARG00000056084,igsf21b
ENSDARG00000032234,WNT2B,ENSDARG00000032234,wnt2bb
ENSDARG00000051819,SWAP70,ENSDARG00000051819,swap70a
ENSDARG00000032836,OCM,ENSDARG00000032836,pvalb5
ENSDARG00000032836,OCM2,ENSDARG00000032836,pvalb5
ENSDARG00000056478,ACAP2,ENSDARG00000056478,si_ch211-168b3.1
ENSDARG00000031540,TMEM200A,ENSDARG00000031540,tmem200a
ENSDARG00000073900,INKA2,ENSDARG00000073900,inka2
ENSDARG00000027963,CAMKV,ENSDARG00000027963,camkva
ENSDARG00000006773,ELOVL4,ENSDARG00000006773,elovl4a
ENSDARG00000071548,JOSD1,ENSDARG00000071548,josd1
ENSDARG00000078245,GAL3ST1,ENSDARG00000078245,gal3st1b
ENSDARG00000061235,ALG5,ENSDARG00000061235,alg5
ENSDARG00000087203,STK39,ENSDARG00000087203,stk39
ENSDARG00000041107,CFTR,ENSDARG00000041107,cftr
ENSDARG00000058800,RAB25,ENSDARG00000058800,rab25a
ENSDARG00000027618,GRIP2,ENSDARG00000027618,grip2b
ENSDARG00000094605,RGS3,ENSDARG00000094605,si_ch211-154e10.1
ENSDARG00000077058,CELA1,ENSDARG00000077058,cela1.5
ENSDARG00000055123,KCNK2,ENSDARG00000055123,kcnk2a
ENSDARG00000018153,NT5C1B,ENSDARG00000018153,nt5c1ba
ENSDARG00000014634,MBTPS1,ENSDARG00000014634,mbtps1
ENSDARG00000042418,GALNT17,ENSDARG00000042418,galnt17
ENSDARG00000056729,HEYL,ENSDARG00000056729,her4.2
ENSDARG00000056729,HES5,ENSDARG00000056729,her4.2
ENSDARG00000027933,GLIS1,ENSDARG00000027933,glis1b
ENSDARG00000012632,ELOVL3,ENSDARG00000012632,zgc_92749
ENSDARG00000057606,ARL4C,ENSDARG00000057606,arl4ca
ENSDARG00000040684,PLCD4,ENSDARG00000040684,plcd4b
ENSDARG00000093185,GUCY1A2,ENSDARG00000093185,GUCY1A2
ENSDARG00000007366,AMDHD1,ENSDARG00000007366,AMDHD1
ENSDARG00000078163,HPSE2,ENSDARG00000078163,hpse2
ENSDARG00000007149,L1CAM,ENSDARG00000007149,l1cama
ENSDARG00000028096,CLDN23,ENSDARG00000028096,cldn23a
ENSDARG00000069926,HSD3B1,ENSDARG00000069926,hsd3b1
ENSDARG00000069926,HSD3B2,ENSDARG00000069926,hsd3b1
ENSDARG00000056984,RAD9A,ENSDARG00000056984,rad9a
ENSDARG00000069692,COL23A1,ENSDARG00000069692,col7a1l
ENSDARG00000078560,SLC9A5,ENSDARG00000078560,slc9a5
ENSDARG00000043317,KIT,ENSDARG00000043317,kita
ENSDARG00000075800,CALML4,ENSDARG00000075800,calml4a
ENSDARG00000060875,PDE1A,ENSDARG00000060875,pde1a
ENSDARG00000009217,TOM1L2,ENSDARG00000009217,tom1l2
ENSDARG00000034107,ACTL6B,ENSDARG00000034107,actl6b
ENSDARG00000111669,SERINC3,ENSDARG00000111669,si_ch73-267c23.10
ENSDARG00000052881,DNAJB5,ENSDARG00000052881,dnajb5
ENSDARG00000093723,RNF212B,ENSDARG00000093723,rnf212b
ENSDARG00000075098,WDR17,ENSDARG00000075098,wdr17
ENSDARG00000102825,OLFM2,ENSDARG00000102825,olfm2b
ENSDARG00000002831,COL4A4,ENSDARG00000002831,col4a4
ENSDARG00000040799,SST,ENSDARG00000040799,sst1.1
ENSDARG00000043729,PLAC8,ENSDARG00000043729,plac8.1
ENSDARG00000055574,FOXN2,ENSDARG00000055574,FOXN2 (1 of many)
ENSDARG00000059432,FSD1L,ENSDARG00000059432,fsd1l
ENSDARG00000061014,KCNJ5,ENSDARG00000061014,kcnj5
ENSDARG00000101102,TPRN,ENSDARG00000101102,tprn
ENSDARG00000088293,DOC2B,ENSDARG00000088293,doc2b
ENSDARG00000067912,MAN1C1,ENSDARG00000067912,MAN1C1
ENSDARG00000009673,IFI44L,ENSDARG00000009673,si_ch211-197g15.6
ENSDARG00000009673,IFI44,ENSDARG00000009673,si_ch211-197g15.6
ENSDARG00000076933,ALDH1A3,ENSDARG00000076933,aldh1a3
ENSDARG00000104359,ANXA1,ENSDARG00000104359,anxa1c
ENSDARG00000104868,KCNT1,ENSDARG00000104868,si_dkey-21e5.1
ENSDARG00000077690,MB21D2,ENSDARG00000077690,mb21d2
ENSDARG00000099276,UGT2B10,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT2A3,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT2B28,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT3A1,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT2B4,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT1A6,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT2B7,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT2A1,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT2B15,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT2B17,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT2B11,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT1A9,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT1A8,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT1A10,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT1A7,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT1A4,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT2A2,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT1A3,ENSDARG00000099276,ugt5b3
ENSDARG00000099276,UGT1A5,ENSDARG00000099276,ugt5b3
ENSDARG00000090783,MFAP4,ENSDARG00000090783,mfap4
ENSDARG00000102096,ADRA2B,ENSDARG00000102096,adra2b
ENSDARG00000098694,SLC16A2,ENSDARG00000098694,FQ311908.1
ENSDARG00000070546,MSGN1,ENSDARG00000070546,msgn1
ENSDARG00000059043,NTF3,ENSDARG00000059043,ntf3
ENSDARG00000061723,TMEM64,ENSDARG00000061723,tmem64
ENSDARG00000097564,DAZAP1,ENSDARG00000097564,si_ch73-190f9.4
ENSDARG00000004633,EPN3,ENSDARG00000004633,epn3b
ENSDARG00000062425,C2orf69,ENSDARG00000062425,zgc_153521
ENSDARG00000009727,TWF2,ENSDARG00000009727,twf2b
ENSDARG00000057995,ARL15,ENSDARG00000057995,arl15b
ENSDARG00000115549,NCEH1,ENSDARG00000115549,NCEH1
ENSDARG00000087210,VWA3A,ENSDARG00000087210,vwa3a
ENSDARG00000097704,IHO1,ENSDARG00000097704,ccdc36
ENSDARG00000026387,PIP4P1,ENSDARG00000026387,pip4p1b
ENSDARG00000068400,ZNF131,ENSDARG00000068400,znf131
ENSDARG00000079031,TSSK4,ENSDARG00000079031,si_ch211-22d5.2
ENSDARG00000079031,TSSK3,ENSDARG00000079031,si_ch211-22d5.2
ENSDARG00000079031,NIM1K,ENSDARG00000079031,si_ch211-22d5.2
ENSDARG00000087227,OIT3,ENSDARG00000087227,oit3
ENSDARG00000037324,KLHL17,ENSDARG00000037324,klhl17
ENSDARG00000075972,CSRNP2,ENSDARG00000075972,csrnp2
ENSDARG00000101800,PSTK,ENSDARG00000101800,CABZ01088271.1
ENSDARG00000104905,TMEM241,ENSDARG00000104905,CABZ01075521.1
ENSDARG00000036086,ITGA11,ENSDARG00000036086,itga11a
ENSDARG00000038709,MYADM,ENSDARG00000038709,si_dkeyp-66d1.7
ENSDARG00000029356,MBOAT1,ENSDARG00000029356,mboat1
ENSDARG00000024189,PNOC,ENSDARG00000024189,pnocb
ENSDARG00000059466,WASF3,ENSDARG00000059466,wasf3a
ENSDARG00000099092,RASGRP2,ENSDARG00000099092,RASGRP2
ENSDARG00000099042,CFAP157,ENSDARG00000099042,cfap157
ENSDARG00000038894,TMX3,ENSDARG00000038894,tmx3a
ENSDARG00000086091,KCNN4,ENSDARG00000086091,kcnn4
ENSDARG00000026865,FAM107B,ENSDARG00000026865,fam107b
ENSDARG00000038363,DRD4,ENSDARG00000038363,drd4a
ENSDARG00000028857,SGSM1,ENSDARG00000028857,sgsm1a
ENSDARG00000059824,SOAT2,ENSDARG00000059824,soat2
ENSDARG00000100145,DNM2,ENSDARG00000100145,CABZ01092282.1
ENSDARG00000015399,FOXF1,ENSDARG00000015399,foxf1
ENSDARG00000030641,LETMD1,ENSDARG00000030641,letmd1
ENSDARG00000078244,MTCL2,ENSDARG00000078244,si_ch211-197l9.2
ENSDARG00000024092,LMBR1,ENSDARG00000024092,lmbr1
ENSDARG00000056262,SLC35G2,ENSDARG00000056262,slc35g2a
ENSDARG00000074771,IFNGR1,ENSDARG00000074771,ifngr1
ENSDARG00000074771,IL10RA,ENSDARG00000074771,ifngr1
ENSDARG00000074771,IL22RA1,ENSDARG00000074771,ifngr1
ENSDARG00000074771,IFNAR2,ENSDARG00000074771,ifngr1
ENSDARG00000008829,CHGA,ENSDARG00000008829,chga
ENSDARG00000100991,CHRNA3,ENSDARG00000100991,chrna3
ENSDARG00000031976,NOS2,ENSDARG00000031976,nos2b
ENSDARG00000091835,INPP5D,ENSDARG00000091835,si_ch73-264p11.1
ENSDARG00000062991,ABI1,ENSDARG00000062991,abi1b
ENSDARG00000088202,SH3D19,ENSDARG00000088202,sh3d19
ENSDARG00000045343,USP46,ENSDARG00000045343,usp46
ENSDARG00000042396,CIMAP1B,ENSDARG00000042396,trim35-30
ENSDARG00000053583,CERS6,ENSDARG00000053583,cers6
ENSDARG00000021572,CGAS,ENSDARG00000021572,cgas
ENSDARG00000075676,ANGPTL7,ENSDARG00000075676,fndc7b
ENSDARG00000058961,NGF,ENSDARG00000058961,ngfa
ENSDARG00000070353,HOXC13,ENSDARG00000070353,hoxc13a
ENSDARG00000094973,WNT16,ENSDARG00000094973,wnt16
ENSDARG00000014871,SYNGR3,ENSDARG00000014871,syngr3a
ENSDARG00000110727,KCNMA1,ENSDARG00000110727,CABZ01092907.1
ENSDARG00000004577,TMEM178B,ENSDARG00000004577,zgc_194665
ENSDARG00000090965,RIPK3,ENSDARG00000090965,ripk3
ENSDARG00000037363,DENND2B,ENSDARG00000037363,st5
ENSDARG00000017162,KIF3C,ENSDARG00000017162,kif3ca
ENSDARG00000091241,GLT1D1,ENSDARG00000091241,glt1d1
ENSDARG00000098096,SLC12A1,ENSDARG00000098096,slc12a1
ENSDARG00000098622,CCNE1,ENSDARG00000098622,ccne1
ENSDARG00000101090,PAPPA,ENSDARG00000101090,pappaa
ENSDARG00000007382,UBTD1,ENSDARG00000007382,ubtd1a
ENSDARG00000053520,TEX47,ENSDARG00000053520,LO017829.1
ENSDARG00000036104,MYO1G,ENSDARG00000036104,myo1g
ENSDARG00000052122,RAG1,ENSDARG00000052122,rag1
ENSDARG00000070845,THAP6,ENSDARG00000070845,si_dkey-56d12.4
ENSDARG00000116122,TSC2,ENSDARG00000116122,CABZ01067150.1
ENSDARG00000093477,CYP46A1,ENSDARG00000093477,CYP46A1
ENSDARG00000102075,RNF122,ENSDARG00000102075,RNF122
ENSDARG00000018004,NKX2-5,ENSDARG00000018004,nkx2.5
ENSDARG00000015314,ZC4H2,ENSDARG00000015314,zc4h2
ENSDARG00000076896,C10orf67,ENSDARG00000076896,si_dkey-188g12.1
ENSDARG00000011023,PDLIM3,ENSDARG00000011023,pdlim3a
ENSDARG00000101606,RIMS2,ENSDARG00000101606,rims2a
ENSDARG00000100247,FUT5,ENSDARG00000100247,CU929199.1
ENSDARG00000100247,FUT6,ENSDARG00000100247,CU929199.1
ENSDARG00000100247,FUT3,ENSDARG00000100247,CU929199.1
ENSDARG00000071467,ZBTB33,ENSDARG00000071467,zbtb33
ENSDARG00000015623,ADA2,ENSDARG00000015623,ada2b
ENSDARG00000098871,GGA3,ENSDARG00000098871,gga3b
ENSDARG00000041980,CALHM6,ENSDARG00000041980,calhm6
ENSDARG00000041098,BARX2,ENSDARG00000041098,barx2
ENSDARG00000042659,THYN1,ENSDARG00000042659,thyn1
ENSDARG00000076541,CLEC3B,ENSDARG00000076541,clec3ba
ENSDARG00000011845,CHN2,ENSDARG00000011845,chn2
ENSDARG00000055288,PRELID3A,ENSDARG00000055288,prelid3a
ENSDARG00000069252,MIXL1,ENSDARG00000069252,mixl1
ENSDARG00000059227,FABP1,ENSDARG00000059227,fabp1b.1
ENSDARG00000100649,TLR6,ENSDARG00000100649,tlr1
ENSDARG00000103092,GREM2,ENSDARG00000103092,grem2b
ENSDARG00000045608,TAFA5,ENSDARG00000045608,tafa5b
ENSDARG00000055839,MARCHF4,ENSDARG00000055839,march4l
ENSDARG00000101437,FSBP,ENSDARG00000101437,fsbp
ENSDARG00000079068,ADAM12,ENSDARG00000079068,adam12
ENSDARG00000091727,RNF14,ENSDARG00000091727,CABZ01061592.1
ENSDARG00000045706,TSPAN9,ENSDARG00000045706,tspan9b
ENSDARG00000088377,RP1L1,ENSDARG00000088377,rp1l1b
ENSDARG00000105210,ETF1,ENSDARG00000105210,etf1a
ENSDARG00000061446,SMAP2,ENSDARG00000061446,smap2
ENSDARG00000115781,FCGRT,ENSDARG00000115781,CR339041.3
ENSDARG00000115781,CD1D,ENSDARG00000115781,CR339041.3
ENSDARG00000115781,CD1A,ENSDARG00000115781,CR339041.3
ENSDARG00000115781,CD1C,ENSDARG00000115781,CR339041.3
ENSDARG00000115781,CD1B,ENSDARG00000115781,CR339041.3
ENSDARG00000115781,CD1E,ENSDARG00000115781,CR339041.3
ENSDARG00000061968,MYO1H,ENSDARG00000061968,myo1ha
ENSDARG00000045269,PTS,ENSDARG00000045269,pts
ENSDARG00000003963,TRAF4,ENSDARG00000003963,traf4a
ENSDARG00000006838,EEF1A2,ENSDARG00000006838,eef1a2
ENSDARG00000037155,NPSR1,ENSDARG00000037155,si_dkey-78k11.9
ENSDARG00000063731,RBM45,ENSDARG00000063731,rbm45
ENSDARG00000078415,LRRC3,ENSDARG00000078415,lrrc3
ENSDARG00000055525,LGALSL,ENSDARG00000055525,lgalslb
ENSDARG00000028973,TEKT2,ENSDARG00000028973,tekt2
ENSDARG00000057992,FST,ENSDARG00000057992,fstb
ENSDARG00000036483,C1QL3,ENSDARG00000036483,c1ql3b
ENSDARG00000008305,HAND2,ENSDARG00000008305,hand2
ENSDARG00000052765,GRIA2,ENSDARG00000052765,gria2b
ENSDARG00000075455,MTCL3,ENSDARG00000075455,soga3b
ENSDARG00000017880,KCNIP3,ENSDARG00000017880,kcnip3b
ENSDARG00000077559,NCOA7,ENSDARG00000077559,LO017815.1
ENSDARG00000038040,TPK1,ENSDARG00000038040,tpk1
ENSDARG00000078060,SYT7,ENSDARG00000078060,syt7b
ENSDARG00000011326,ANKRD45,ENSDARG00000011326,ankrd45
ENSDARG00000100955,STK24,ENSDARG00000100955,stk24a
ENSDARG00000076496,FRMD4B,ENSDARG00000076496,frmd4bb
ENSDARG00000070352,HOXC12,ENSDARG00000070352,hoxc12a
ENSDARG00000105363,CX3CR1,ENSDARG00000105363,ccr2
ENSDARG00000043904,PNRC1,ENSDARG00000043904,pnrc1
ENSDARG00000042737,SLC52A3,ENSDARG00000042737,slc52a3
ENSDARG00000092624,SPTBN4,ENSDARG00000092624,sptbn4b
ENSDARG00000056535,PLA2G4F,ENSDARG00000056535,pla2g4f.1
ENSDARG00000029051,GBE1,ENSDARG00000029051,gbe1a
ENSDARG00000021697,MORN3,ENSDARG00000021697,morn3
ENSDARG00000029124,ADAMTS15,ENSDARG00000029124,adamts15a
ENSDARG00000089549,BAALC,ENSDARG00000089549,baalcb
ENSDARG00000021255,ARHGAP22,ENSDARG00000021255,arhgap22
ENSDARG00000057429,ARG1,ENSDARG00000057429,arg1
ENSDARG00000061713,TPD52,ENSDARG00000061713,tpd52
ENSDARG00000074808,MEGF6,ENSDARG00000074808,megf6b
ENSDARG00000094386,ADGRG2,ENSDARG00000094386,adgrg4b
ENSDARG00000070536,CREB5,ENSDARG00000070536,creb5b
ENSDARG00000071709,PPP1R9B,ENSDARG00000071709,ppp1r9bb
ENSDARG00000100941,CLCA1,ENSDARG00000100941,clca1
ENSDARG00000088505,FAM217A,ENSDARG00000088505,fam217b
ENSDARG00000088505,FAM217B,ENSDARG00000088505,fam217b
ENSDARG00000103515,VCAN,ENSDARG00000103515,vcana
ENSDARG00000090398,PDE1C,ENSDARG00000090398,CABZ01067973.1
ENSDARG00000059781,ATCAY,ENSDARG00000059781,atcayb
ENSDARG00000060081,CRB2,ENSDARG00000060081,crb2b
ENSDARG00000101716,BACE1,ENSDARG00000101716,bace1
ENSDARG00000104175,USP30,ENSDARG00000104175,CABZ01011209.1
ENSDARG00000113458,RNF213,ENSDARG00000113458,CABZ01058333.1
ENSDARG00000077715,GRIK3,ENSDARG00000077715,GRIK3
ENSDARG00000012060,THBS3,ENSDARG00000012060,thbs3b
ENSDARG00000009402,TCAF2,ENSDARG00000009402,si_ch211-210b2.2
ENSDARG00000009402,TCAF1,ENSDARG00000009402,si_ch211-210b2.2
ENSDARG00000009402,TCAF2C,ENSDARG00000009402,si_ch211-210b2.2
ENSDARG00000110653,ERMP1,ENSDARG00000110653,CABZ01088049.1
ENSDARG00000019549,CDS1,ENSDARG00000019549,cds1
ENSDARG00000055534,GRK7,ENSDARG00000055534,grk7b
ENSDARG00000058357,ANKRD33B,ENSDARG00000058357,ankrd33ba
ENSDARG00000102464,WNT5B,ENSDARG00000102464,wnt5b
ENSDARG00000071384,SLC7A11,ENSDARG00000071384,slc7a11
ENSDARG00000071384,SLC7A13,ENSDARG00000071384,slc7a11
ENSDARG00000095212,TCAF2,ENSDARG00000095212,si_ch211-210b2.4
ENSDARG00000095212,TCAF1,ENSDARG00000095212,si_ch211-210b2.4
ENSDARG00000095212,TCAF2C,ENSDARG00000095212,si_ch211-210b2.4
ENSDARG00000004218,RND1,ENSDARG00000004218,rnd1b
ENSDARG00000104040,HPS5,ENSDARG00000104040,CABZ01046088.1
ENSDARG00000036045,PENK,ENSDARG00000036045,penkb
ENSDARG00000079771,PEA15,ENSDARG00000079771,pea15
ENSDARG00000079248,MN1,ENSDARG00000079248,mn1b
ENSDARG00000038297,ASPDH,ENSDARG00000038297,aspdh
ENSDARG00000100805,FMN1,ENSDARG00000100805,si_ch1073-209e23.1
ENSDARG00000089581,NHLRC2,ENSDARG00000089581,nhlrc2
ENSDARG00000101387,CAMK2N1,ENSDARG00000101387,CAMK2N1
ENSDARG00000034165,LINGO1,ENSDARG00000034165,lingo1a
ENSDARG00000093359,INPP5J,ENSDARG00000093359,inpp5jb
ENSDARG00000055852,MTNR1A,ENSDARG00000055852,mtnr1ab
ENSDARG00000069329,DRGX,ENSDARG00000069329,drgx
ENSDARG00000075842,PIGT,ENSDARG00000075842,pigt
ENSDARG00000034321,PALMD,ENSDARG00000034321,palmdb
ENSDARG00000045704,DCLRE1C,ENSDARG00000045704,dclre1c
ENSDARG00000055160,LRRC53,ENSDARG00000055160,chadla
ENSDARG00000069787,TMC6,ENSDARG00000069787,tmc6a
ENSDARG00000058392,ADCY2,ENSDARG00000058392,adcy2a
ENSDARG00000098952,GATA4,ENSDARG00000098952,gata4
ENSDARG00000038672,TCF7,ENSDARG00000038672,tcf7
ENSDARG00000104691,CD79B,ENSDARG00000104691,cd79b
ENSDARG00000014201,OTP,ENSDARG00000014201,otpa
ENSDARG00000058985,KCNJ6,ENSDARG00000058985,KCNJ6
ENSDARG00000070535,RIPPLY1,ENSDARG00000070535,ripply2
ENSDARG00000070798,PMVK,ENSDARG00000070798,pmvk
ENSDARG00000090340,FAM83G,ENSDARG00000090340,si_dkey-27o4.1
ENSDARG00000077489,LRFN2,ENSDARG00000077489,lrfn2b
ENSDARG00000025187,SIX6,ENSDARG00000025187,six6a
ENSDARG00000012125,CNGA1,ENSDARG00000012125,cnga1b
ENSDARG00000039724,OSBPL8,ENSDARG00000039724,OSBPL8
ENSDARG00000044528,SLC15A1,ENSDARG00000044528,slc15a1b
ENSDARG00000041910,ZNF512,ENSDARG00000041910,znf512
ENSDARG00000057531,PGAP3,ENSDARG00000057531,pgap3
ENSDARG00000027497,MAST1,ENSDARG00000027497,mast1a
ENSDARG00000009242,FEV,ENSDARG00000009242,fev
ENSDARG00000103017,XKR5,ENSDARG00000103017,xkr5a
ENSDARG00000077638,F2R,ENSDARG00000077638,zgc_171965
ENSDARG00000076404,MCTP1,ENSDARG00000076404,mctp1a
ENSDARG00000093074,IGSF6,ENSDARG00000093074,si_ch211-139g16.8
ENSDARG00000009020,CNR1,ENSDARG00000009020,cnr1
ENSDARG00000079160,SRXN1,ENSDARG00000079160,srxn1
ENSDARG00000090145,TMEM240,ENSDARG00000090145,tmem240b
ENSDARG00000029841,TMPRSS9,ENSDARG00000029841,tmprss9
ENSDARG00000104632,RERG,ENSDARG00000104632,RERG
ENSDARG00000001154,RIMBP2,ENSDARG00000001154,rimbp2
ENSDARG00000101512,TMX4,ENSDARG00000101512,tmx4
ENSDARG00000077909,RCE1,ENSDARG00000077909,rce1a
ENSDARG00000009196,ANXA3,ENSDARG00000009196,anxa3a
ENSDARG00000078875,ADM2,ENSDARG00000078875,adm2b
ENSDARG00000095603,GRID2IP,ENSDARG00000095603,grid2ipb
ENSDARG00000099321,BTBD17,ENSDARG00000099321,btbd17a
ENSDARG00000011870,SP8,ENSDARG00000011870,sp8a
ENSDARG00000113103,GADD45G,ENSDARG00000113103,BX530077.1
ENSDARG00000043847,TMEM244,ENSDARG00000043847,tmem244
ENSDARG00000054456,CLIP3,ENSDARG00000054456,clip3
ENSDARG00000011490,SCUBE3,ENSDARG00000011490,scube3
ENSDARG00000045638,SLC13A1,ENSDARG00000045638,slc13a1
ENSDARG00000022525,MCHR1,ENSDARG00000022525,mchr1b
ENSDARG00000075641,STEAP3,ENSDARG00000075641,steap3
ENSDARG00000089177,CYP46A1,ENSDARG00000089177,cyp46a1.3
ENSDARG00000011521,UPB1,ENSDARG00000011521,upb1
ENSDARG00000102890,CLRN1,ENSDARG00000102890,clrn1
ENSDARG00000077799,EGR4,ENSDARG00000077799,egr4
ENSDARG00000054389,RHOF,ENSDARG00000054389,rhof
ENSDARG00000069843,KCTD12,ENSDARG00000069843,kctd12.1
ENSDARG00000070229,C1orf116,ENSDARG00000070229,zgc_158258
ENSDARG00000044626,CCDC90B,ENSDARG00000044626,ccdc90b
ENSDARG00000102267,ZNF750,ENSDARG00000102267,znf750
ENSDARG00000063207,ERBB4,ENSDARG00000063207,erbb4a
ENSDARG00000104005,SLC4A3,ENSDARG00000104005,slc4a3
ENSDARG00000037069,ZDHHC14,ENSDARG00000037069,zdhhc14
ENSDARG00000003994,SYT9,ENSDARG00000003994,syt9a
ENSDARG00000090486,LIPC,ENSDARG00000090486,lipcb
ENSDARG00000045755,CCDC59,ENSDARG00000045755,ccdc59
ENSDARG00000042041,TAL2,ENSDARG00000042041,tal2
ENSDARG00000035127,RXRA,ENSDARG00000035127,rxrab
ENSDARG00000070338,HOXC4,ENSDARG00000070338,hoxc4a
ENSDARG00000086236,F2R,ENSDARG00000086236,F2R (1 of many)
ENSDARG00000051899,EXOC3L1,ENSDARG00000051899,exoc3l1
ENSDARG00000108649,GALNT3,ENSDARG00000108649,GALNT3
ENSDARG00000025309,DPF3,ENSDARG00000025309,dpf3
ENSDARG00000037587,SYNPR,ENSDARG00000037587,SYNPR
ENSDARG00000063411,LRRC73,ENSDARG00000063411,lrrc73
ENSDARG00000074415,KRCC1,ENSDARG00000074415,zgc_171482
ENSDARG00000112922,SLC66A2,ENSDARG00000112922,PQLC1
ENSDARG00000094280,USP21,ENSDARG00000094280,usp21
ENSDARG00000061549,FOXO1,ENSDARG00000061549,foxo1b
ENSDARG00000095590,SPP2,ENSDARG00000095590,spp2
ENSDARG00000093457,EZHIP,ENSDARG00000093457,si_ch211-14a11.2
ENSDARG00000103133,HOXC12,ENSDARG00000103133,hoxc12b
ENSDARG00000101567,GUCA1A,ENSDARG00000101567,guca1e
